0.0000000000,-0.0021829291,-0.0055168699,0.0001696821,-0.0008960227,-0.0030158812,-0.0014848247
0.0096939802,-0.0051348489,-0.0006189850,0.0001215215,0.0107875308,0.0024547842,0.0027211057
0.0196869373,-0.0022809191,0.0034783797,0.0011119123,0.0214265920,0.0047200695,0.0080109425
0.0298489332,0.0025206523,0.0028316618,0.0060376404,0.0256499667,0.0080096060,0.0132961180
0.0398340225,0.0005441623,-0.0028181730,0.0050410507,0.0139008993,0.0121217920,0.0047782646
0.0498689413,0.0004464703,-0.0027824475,0.0079089878,-0.0148820132,0.0086655421,0.0016336036
0.0599769354,0.0023354010,-0.0049377289,0.0088359592,-0.0394073278,0.0073664524,-0.0025883054
0.0730550289,0.0053417403,-0.0132693704,-0.0039162161,-0.0799230635,0.0048428406,-0.0110427765
0.0799440145,0.0046720225,-0.0367744267,-0.0175799858,-0.1469594836,-0.0150488419,-0.0268034954
0.0898239613,0.0120147187,-0.0795386657,-0.0144668343,-0.2833389044,-0.0408040062,-0.0403523296
0.0998129845,0.0382144749,-0.1245798245,-0.0082274796,-0.5070624352,-0.0959476903,-0.0366509333
0.1098419428,0.0652801096,-0.2035772651,-0.0153414728,-0.6920977831,-0.1723942459,-0.0593985878
0.1197999716,0.0469395220,-0.2565083504,-0.0237846505,-0.9379476309,-0.2399690300,-0.1140308082
0.1300219297,0.0098906476,-0.2531646788,-0.0044834139,-1.2056949139,-0.2633976638,-0.1115671173
0.1399019957,0.0063870270,-0.2729501128,-0.0213539731,-1.4427661896,-0.2754034400,-0.0518333502
0.1497960091,0.0196513850,-0.3107218742,-0.0246830713,-1.6966919899,-0.3048564196,-0.0164061170
0.1597529650,0.0202723462,-0.3377215266,-0.0257600676,-1.9506808519,-0.3236863017,0.0115159284
0.1698369980,0.0169182140,-0.3448498249,-0.0687090904,-2.1422762871,-0.2955388129,0.1017704606
0.1797490120,0.0042555053,-0.3215178847,-0.1508683711,-2.2582654953,-0.2590164840,0.2280393094
0.1897579432,0.0261317212,-0.3111125827,-0.2324096709,-2.2602508068,-0.2116569728,0.3934666216
0.1997460127,0.0959617198,-0.2980981469,-0.2974583507,-2.2822794914,-0.1985379755,0.5729421377
0.2097489834,0.1830327213,-0.2716403604,-0.3538666368,-2.2739734650,-0.3230141401,0.6332374215
0.2197480202,0.2066003978,-0.2854771018,-0.4132291675,-2.0087926388,-0.4923062325,0.5948415995
0.2296929359,0.1991900504,-0.2294159085,-0.4447411895,-1.8142696619,-0.6312677860,0.5424872637
0.2397649288,0.2313058674,-0.2495756000,-0.4180041552,-1.9048019648,-0.8026020527,0.5872191787
0.2498350143,0.2621074021,-0.3012347221,-0.3695303202,-2.1364667416,-0.9099082351,0.8727976680
0.2597489357,0.2808042467,-0.3401449323,-0.3415768147,-2.4605267048,-0.9577961564,1.1909900904
0.2698990107,0.4059540331,-0.2987642884,-0.3111923933,-2.6927747726,-0.9150817394,1.2716169357
0.2797340155,0.3332420886,-0.2463954836,-0.3487700224,-2.6624770164,-0.8824614286,1.0589057207
0.2897789478,0.2436283529,-0.1954516023,-0.4329912066,-2.4219133854,-1.0413104296,1.0140849352
0.2997169495,0.2869533598,-0.1389403790,-0.4698551297,-2.0495219231,-1.1663788557,1.0507581234
0.3099939823,0.3141270578,-0.0938214809,-0.4855030179,-1.6028314829,-1.2322593927,1.0668092966
0.3197079897,0.3053500950,-0.0438333601,-0.4601739049,-1.2222872972,-1.2955992222,1.0648293495
0.3297230005,0.2989499271,-0.0392652303,-0.4322433472,-0.9601312280,-1.3789207935,1.0832473040
0.3397369385,0.3011403978,-0.0663159639,-0.3786231875,-0.8600105047,-1.4943681955,1.1168624163
0.3496909142,0.3161204159,-0.1087705940,-0.3417960405,-0.9071790576,-1.6088942289,1.1410106421
0.3596899509,0.3300504982,-0.1132304221,-0.2856402397,-1.0540145636,-1.6719025373,1.1553332806
0.3697159290,0.3422671258,-0.1208253950,-0.2365544587,-1.2541495562,-1.7459650040,1.1750763655
0.3825240135,0.3461826146,-0.1349541396,-0.1685201079,-1.4489771128,-1.8104984760,1.1788154840
0.3902130127,0.3467985392,-0.1353202909,-0.1333966404,-1.6277916431,-1.8728209734,1.1772196293
0.3999019861,0.3483496010,-0.1000374109,-0.1018734723,-1.7487956285,-1.9529224634,1.1693255901
0.4129269123,0.3579110801,-0.0624849051,-0.0711528212,-1.7649965286,-2.0630607605,1.1785502434
0.4203379154,0.3672046661,-0.0129920971,-0.0392255895,-1.6490255594,-2.1539144516,1.1981801987
0.4303119183,0.3672657311,0.0364938229,-0.0118401768,-1.4863705635,-2.2133414745,1.2260742188
0.4399169683,0.3531928360,0.0611879379,-0.0103429677,-1.2790411711,-2.2552826405,1.2580714226
0.4497089386,0.3478166163,0.0217234362,0.0294533838,-1.1431446075,-2.2948548794,1.2571707964
0.4597059488,0.3377302289,-0.0076939594,0.0593489893,-1.1091158390,-2.2712478638,1.2378739119
0.4697719812,0.3295349777,-0.0139326286,0.0555505045,-1.0975116491,-2.2540664673,1.2366920710
0.4797300100,0.3155903518,0.0048727263,0.0625679940,-1.1091260910,-2.2649481297,1.2240195274
0.4897689819,0.3148523569,0.0298409034,0.1178184003,-1.0739030838,-2.2563071251,1.2026910782
0.4997060299,0.3114527762,0.0451734513,0.1543783993,-0.9787993431,-2.2600309849,1.1814022064
0.5094709396,0.3102604449,0.0745712668,0.1557460874,-0.8794705868,-2.2489652634,1.1355782747
0.5195139647,0.3034131229,0.1178765744,0.1679295152,-0.7716490626,-2.2303912640,1.0854514837
